Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Malawi,MWI,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,448149993.896484,411100006.103516,379739990.234375,519570007.324219,507420013.427734,573650024.414063,722869995.117188,665919982.910156,872289978.027344,691989990.234375,1016849975.58594,798280029.296875,1170910034.17969,1132550048.82813,931159973.144531,1049800048.82813,1241609985.35156,1520219970.70313,1279300048.82813,1167609985.35156,1454329956.05469,1178160034.17969,1345239990.23438,..,..
Malaysia,MYS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,48650001.5258789,29329999.9237061,89339996.3378906,110319999.694824,299230010.986328,29219999.3133545,241360000.610352,202149993.896484,156350006.103516,139919998.168945,-6139999.8664856,40810001.373291,18319999.6948242,-113309997.558594,19920000.0762939,-600000.023841858,-51819999.6948242,-29250000,-34470001.2207031,-2930000.0667572,-5190000.05722046,14390000.3433228,4889999.8664856,..,..
Maldives,MDV,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,18139999.3896484,22299999.2370605,21530000.6866455,17000000,26620000.8392334,72389999.3896484,34090000.1525879,29729999.5422363,49900001.5258789,24510000.2288818,88279998.7792969,49830001.8310547,56729999.5422363,21700000.7629395,22540000.9155273,23989999.7711182,22709999.0844727,46479999.5422363,131429992.675781,71080001.8310547,311160003.662109,112410003.662109,119120002.746582,..,..
Mali,MLI,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,288040008.544922,351739990.234375,420480010.986328,556229980.46875,585299987.792969,724590026.855469,869200012.207031,870469970.703125,854619995.117188,818750000,1091459960.9375,1267619995.11719,995580017.089844,1397520019.53125,1235839965.82031,1201640014.64844,1205119995.11719,1360060058.59375,1556930053.71094,1815849975.58594,1566199951.17188,1437380004.88281,1198290039.0625,..,..
Malta,MLT,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,21239999.7711182,1700000.04768372,11039999.961853,9109999.65667725,6190000.05722046,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,47459999.0844727,67709999.0844727,55729999.5422363,52130001.0681152,49919998.1689453,56290000.9155273,55330001.8310547,53319999.6948242,53209999.0844727,61169998.1689453,24930000.3051758,84519996.6430664,83849998.4741211,93739997.8637695,55700000.7629395,57060001.373291,12560000.4196167,72510002.1362305,54400001.5258789,65980003.3569336,183089996.337891,107120002.746582,140339996.337891,..,..
Mauritania,MRT,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,223630004.882813,282739990.234375,363459991.455078,260850006.103516,194770004.272461,188800003.051758,216320007.324219,277339996.337891,410250000,336779998.779297,373609985.351563,381720001.220703,409790008.544922,294739990.234375,260709991.455078,329459991.455078,307279998.779297,291709991.455078,448410003.662109,396570007.324219,645630004.882813,429239990.234375,327730010.986328,..,..
Mauritius,MUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,20750000,21280000.6866455,23850000.3814697,-14520000.4577637,32799999.2370605,34400001.5258789,19129999.1607666,69819999.6948242,109300003.051758,156639999.389648,124589996.337891,185690002.441406,176679992.675781,145740005.493164,44590000.1525879,78419998.1689453,42340000.1525879,14630000.1144409,69220001.2207031,22219999.3133545,335119995.117188,293200012.207031,76199996.9482422,..,..
Mexico,MEX,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,-40459999.0844727,98940002.4414063,135550003.051758,115639999.389648,135929992.675781,200000000,245899993.896484,112459999.084473,148300003.051758,186550003.051758,454730010.986328,967020019.53125,407929992.675781,562390014.648438,814890014.648438,321070007.324219,809340026.855469,754609985.351563,549210021.972656,525039978.027344,793989990.234375,563659973.144531,495480010.986328,..,..
"Micronesia, Fed. Sts.",FSM,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,97480003.3569336,135399993.896484,110730003.356934,112269996.643066,85370002.746582,104819999.694824,106239997.86377,111709999.084473,91129997.253418,120910003.662109,63770000.4577637,130639999.389648,143259994.506836,143210006.713867,117010002.13623,81389999.3896484,50830001.8310547,98150001.5258789,98790000.9155273,92540000.9155273,171630004.882813,130759994.506836,150389999.389648,..,..
Middle East & North Africa,MEA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,5660689940.92941,5173360026.35956,5612479944.22913,8870149878.50189,11311219825.2678,28264389896.3928,17181700250.6256,18003889759.0637,24222650215.1489,13675179916.3818,12273710113.0486,15597039665.2222,13656770118.7134,25861659805.2979,32511739837.6465,19311190261.8408,26468600036.6211,28100299438.4766,32133060180.6641,27687310005.188,28146759796.1426,34886630493.1641,..,..,..
Middle East & North Africa (excluding high income),MNA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,4668359943.38989,4896110022.54487,4674679945.4689,8195879886.6272,10634699821.4722,28220239894.8669,17103330251.6937,17920979770.6604,24148000213.623,13530689910.8887,12295320113.6589,15597039665.2222,13656770118.7134,25861659805.2979,32511739837.6465,19311190261.8408,26468600036.6211,28100299438.4766,32133060180.6641,27687310005.188,28146759796.1426,34886630493.1641,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,3786629936.21827,3837719996.45233,3431639967.44156,6866659915.92408,9094559852.6001,26058119899.7498,13547880346.2982,14457189731.5979,16434810302.7344,7997869934.08203,6964450088.02414,8048189842.22413,10394770088.1958,17089959671.0205,17543759948.7305,16339950271.6065,23118130126.9531,25014159484.8633,28731170288.0859,24275830047.6074,24845969726.5625,31547500457.7637,..,..,..
Middle income,MIC,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,31569339111.3281,32982090087.8906,35781209960.9375,37642128295.8984,43273691406.25,67304273437.5,60843601562.5,54794550781.25,60359750000,58621218750,58681820312.5,62662898437.5,62187332031.25,70822640625,68632140625,63802621093.75,65372410156.25,66480953125,63538261718.75,62047929687.5,82064656250,82103859375,..,..,..
Moldova,MDA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,122650001.525879,119239997.86377,142979995.727539,119059997.558594,119900001.525879,169710006.713867,224820007.324219,224050003.051758,272399993.896484,223789993.286133,473010009.765625,461690002.441406,475489990.234375,348690002.441406,517799987.792969,312579986.572266,262049987.792969,243210006.713867,259720001.220703,341540008.544922,524260009.765625,596219970.703125,884500000,..,..
Monaco,MCO,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,185570007.324219,183300003.051758,183559997.558594,213570007.324219,219490005.493164,195199996.948242,182399993.896484,190929992.675781,213490005.493164,244899993.896484,286660003.662109,337450012.207031,446529998.779297,430519989.013672,316910003.662109,236339996.337891,325670013.427734,765590026.855469,333609985.351563,310589996.337891,702409973.144531,282029998.779297,284549987.792969,..,..
Montenegro,MNE,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,8140000.34332275,20129999.1607666,3859999.89509583,95589996.3378906,97910003.6621094,89050003.0517578,71430000.3051758,80069999.6948242,126629997.253418,103089996.337891,117180000.305176,100419998.168945,99959999.0844727,85730003.3569336,117989997.86377,156220001.220703,95860000.6103516,205110000.610352,133179992.675781,102720001.220703,..,..
Morocco,MAR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,447380004.882813,493850006.103516,364390014.648438,584390014.648438,780599975.585938,732640014.648438,1101530029.29688,1220589965.82031,1454699951.17188,1055099975.58594,985500000,1440239990.23438,1471130004.88281,2008619995.11719,2240149902.34375,1518280029.29688,2062300048.82813,2427639892.57813,818289978.027344,751760009.765625,1828569946.28906,966190002.441406,1414800048.82813,..,..
Mozambique,MOZ,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,907390014.648438,961469970.703125,2217370117.1875,1049520019.53125,1244290039.0625,1289859985.35156,1641939941.40625,1521209960.9375,1713359985.35156,1800430053.71094,1943130004.88281,2065469970.70313,2071699951.17188,2312699951.17188,2106010009.76563,1819119995.11719,1533770019.53125,1806089965.82031,1823560058.59375,1841430053.71094,2556260009.76563,2282830078.125,2558689941.40625,..,..
Myanmar,MMR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,105639999.389648,125669998.168945,119029998.779297,125019996.643066,123449996.948242,144830001.831055,145710006.713867,195889999.389648,534590026.855469,355959991.455078,354920013.427734,379950012.207031,504529998.779297,3936120117.1875,1384459960.9375,1168500000,1536660034.17969,1542339965.82031,1711839965.82031,2043739990.23438,2870260009.76563,1506560058.59375,1003340026.85547,..,..
Namibia,NAM,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,152410003.662109,109510002.13623,135020004.272461,148380004.882813,175330001.831055,113379997.253418,149330001.831055,220850006.103516,205490005.493164,331130004.882813,261329986.572266,278209991.455078,252440002.441406,261040008.544922,226220001.220703,142380004.882813,170190002.441406,190449996.948242,159500000,144259994.506836,180309997.558594,182589996.337891,325309997.558594,..,..
Nauru,NRU,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,4000000,7260000.22888184,11720000.2670288,16139999.3896484,13750000,9239999.77111816,17520000.4577637,25610000.6103516,31239999.7711182,23430000.3051758,27780000.6866455,37529998.7792969,35619998.9318848,28750000,22520000.4577637,31250000,22680000.3051758,25760000.2288818,37529998.7792969,54330001.8310547,28250000,33759998.3215332,35490001.6784668,..,..
Nepal,NPL,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,311239990.234375,347820007.324219,334500000,452880004.882813,429660003.662109,407230010.986328,452510009.765625,500940002.441406,551359985.351563,592890014.648438,767349975.585938,749320007.324219,769679992.675781,873330017.089844,883820007.324219,1224439941.40625,1064500000,1269650024.41406,1452359985.35156,1332680053.71094,1759150024.41406,1598489990.23438,1208219970.70313,..,..
Netherlands,NLD,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,350170013.427734,294149993.896484,323829986.572266,453899993.896484,524340026.855469,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,501929992.675781,825070007.324219,416040008.544922,737340026.855469,1104910034.17969,656349975.585938,623849975.585938,676640014.648438,633950012.207031,591750000,511160003.662109,536580017.089844,532320007.324219,495799987.792969,432170013.427734,457920013.427734,430980010.986328,562590026.855469,353859985.351563,388089996.337891,460730010.986328,753960021.972656,1127260009.76563,..,..
Niger,NER,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,209210006.713867,258980010.986328,295809997.558594,481019989.013672,548679992.675781,523090026.855469,541940002.441406,465570007.324219,553469970.703125,431230010.986328,741380004.882813,644669982.910156,891140014.648438,797299987.792969,917780029.296875,869520019.53125,952479980.46875,1224699951.17188,1308500000,1439520019.53125,1929790039.0625,1807439941.40625,2035040039.0625,..,..
Nigeria,NGA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,173800003.051758,167820007.324219,299549987.792969,309850006.103516,578770019.53125,6401790039.0625,11431959960.9375,1643209960.9375,960679992.675781,1163290039.0625,2052360107.42188,1809859985.35156,1916109985.35156,2515659912.10938,2478600097.65625,2431540039.0625,2498189941.40625,3356350097.65625,3303270019.53125,3275409912.10938,3375860107.42188,3527699951.17188,4443259765.625,..,..
North America,NAC,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,59999.9986588955,19999.9995529652,19999.9995529652,29999.9993294477,90000.0035762787,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
North Macedonia,MKD,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,250850006.103516,247639999.389648,273859985.351563,266109985.351563,264000000,227399993.896484,200850006.103516,206470001.220703,211259994.506836,201190002.441406,194309997.558594,192289993.286133,147710006.713867,196729995.727539,211919998.168945,214320007.324219,168350006.103516,149949996.948242,170320007.324219,139770004.272461,282709991.455078,338220001.220703,224050003.051758,..,..
Northern Mariana Islands,MNP,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,180000.007152557,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Not classified,INX,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,3677330028.53394,3046539981.84204,3212150010.58578,3681539997.10083,4392480070.11414,1445759994.50684,1950649993.89649,1820559997.55859,2425139961.24268,2790770011.90187,2460450004.57763,5465630062.10327,4440889915.46631,4381100090.02686,5785960079.19311,3983880065.91797,5804090118.40821,4921759941.10108,3619390022.27784,2150759952.54517,3409140029.90723,3610820100.42667,..,..,..
Oman,OMN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,79669998.1689453,8310000.4196167,76970001.2207031,64309997.5585938,100339996.337891,19040000.9155273,54069999.6948242,213979995.727539,74650001.5258789,21799999.2370605,-21610000.6103516,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Other small states,OSS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1161630006.19411,1062489996.04583,1254780016.06464,1308230006.42657,1402869996.07086,1176869986.77254,1316359986.30524,1779999986.64856,2545800012.5885,2218199995.04089,2517799983.97827,2428759973.526,2356940012.93182,2353440049.17145,1915069987.77389,1662529988.76572,1691080008.50677,2015819998.26431,2110979979.03824,2040460012.43591,2986009951.59149,2566159978.67659,..,..,..
Pacific island small states,PSS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,387540004.253387,439919992.446899,385160003.66211,430509994.029998,467779995.918274,608969993.591308,632129995.34607,668039996.147156,689150003.433227,759260004.043579,891840007.781983,1052520000.45776,1077220002.17438,1060189983.36792,903160011.291503,939420001.983643,782450005.531311,1013109998.703,1055680006.02722,1045790012.35962,1441570011.13892,1662989978.79028,..,..,..
Pakistan,PAK,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,549619995.117188,1785150024.41406,1951550048.82813,1043199951.17188,1327510009.76563,1476699951.17188,2059510009.76563,1111500000,1068930053.71094,1385479980.46875,2933209960.9375,3714360107.42188,2017400024.41406,2194469970.70313,3615820068.35938,3764020019.53125,2961090087.89063,2364290039.0625,1386939941.40625,2009300048.82813,2591929931.64063,2922810058.59375,1841030029.29688,..,..
Palau,PLW,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,39130001.0681152,34279998.7792969,31459999.0844727,25829999.9237061,19780000.6866455,23670000.0762939,37389999.3896484,22409999.8474121,42290000.9155273,34919998.1689453,28760000.2288818,24520000.4577637,15460000.038147,35419998.1689453,23479999.5422363,13930000.3051758,17799999.2370605,22149999.6185303,84540000.9155273,24950000.7629395,66239997.8637695,49439998.626709,55669998.1689453,..,..
Panama,PAN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,26950000.7629395,34819999.6948242,29780000.6866455,36540000.9155273,30969999.3133545,28440000.5340576,38810001.373291,-127669998.168945,35439998.626709,66550003.0517578,129610000.610352,110940002.441406,51349998.4741211,9210000.03814697,-193259994.506836,10250000,22610000.6103516,41750000,39139999.3896484,70500000,144800003.051758,91400001.5258789,130169998.168945,..,..
Papua New Guinea,PNG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,274980010.986328,205949996.948242,203600006.103516,222839996.337891,262149993.896484,268390014.648438,273690002.441406,332329986.572266,308089996.337891,394890014.648438,514280029.296875,616479980.46875,670270019.53125,657440002.441406,581909973.144531,591390014.648438,531580017.089844,532630004.882813,790349975.585938,649200012.207031,1055770019.53125,1185420043.94531,661169982.910156,..,..
Paraguay,PRY,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,80190002.4414063,68889999.3896484,65989997.8637695,65500000,34549999.2370605,63619998.9318848,68989997.8637695,122160003.662109,140050003.051758,163160003.662109,112360000.610352,79980003.3569336,104569999.694824,130710006.713867,62419998.1689453,60180000.3051758,88540000.9155273,142750000,164639999.389648,127449996.948242,304730010.986328,175139999.389648,96720001.2207031,..,..
Peru,PER,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,412670013.427734,461089996.337891,497540008.544922,509160003.662109,479079986.572266,465420013.427734,459899993.896484,321339996.337891,474589996.337891,442950012.207031,-298890014.648438,590719970.703125,385559997.558594,363660003.662109,328299987.792969,334829986.572266,320200012.207031,-1259999.99046326,450829986.572266,458910003.662109,488739990.234375,303670013.427734,829349975.585938,..,..
Philippines,PHL,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,552799987.792969,553179992.675781,553179992.675781,724770019.53125,465010009.765625,587760009.765625,595010009.765625,643260009.765625,87790000.9155273,345359985.351563,582450012.207031,-135869995.117188,-3369999.88555908,192059997.558594,677440002.441406,514950012.207031,283649993.896484,160479995.727539,547400024.414063,886270019.53125,1456359985.35156,1633859985.35156,1612479980.46875,..,..
Poland,POL,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1393410034.17969,958489990.234375,876440002.441406,1185640014.64844,1520160034.17969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Portugal,PRT,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Post-demographic dividend,PST,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,2423980010.33068,2599470024.76454,2055550033.56934,2057589966.65478,2825250058.16668,1223030017.97199,1377340027.45152,1388659994.12537,1575419984.34067,1467679967.88025,1603330011.3678,1626490023.8812,1530800021.88683,1520140010.71453,2418719967.60368,2469770014.04763,4645420049.36934,2116060025.21515,2465850015.64026,2316749988.55591,4156470045.08973,2680580013.27515,..,..,..
Pre-demographic dividend,PRE,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,9818610052.10876,10918170040.1306,15587180160.5225,22809709735.8704,26383599842.0715,50550050071.7163,45387340217.5903,40930239902.4964,42294270004.2725,39046519960.4035,39666899871.8262,41593890171.051,40751410029.4113,40476800089.8362,38651330417.1562,37042489999.7711,36323879716.8732,41500759871.9597,41128600370.884,43641699737.5489,54058549952.5071,50968409741.4017,..,..,..
Puerto Rico,PRI,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1940000.05722046,3910000.08583069,5019999.98092651,4820000.17166138,3630000.11444092,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,430769989.013672,646580017.089844,418149993.896484,597729980.46875,910950012.207031,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1553719970.70313,1089810058.59375,1284520019.53125,1244479980.46875,1319550048.82813,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rwanda,RWA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,321459991.455078,304660003.662109,359589996.337891,335959991.455078,491140014.648438,572710021.972656,605390014.648438,619090026.855469,795320007.324219,820030029.296875,1033089965.82031,1263209960.9375,878640014.648438,1086290039.0625,1035030029.29688,1089119995.11719,1150469970.70313,1231329956.05469,1119699951.17188,1168280029.29688,1625010009.76563,1330319946.28906,1076819946.28906,..,..
Samoa,WSM,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,28850000.3814697,40810001.373291,38040000.9155273,33270000.4577637,30379999.1607666,43229999.5422363,48250000,33150001.5258789,38650001.5258789,65849998.4741211,124440002.441406,88800003.0517578,117290000.915527,113010002.13623,93989997.8637695,93720001.2207031,88639999.3896484,136220001.220703,128100006.103516,123720001.220703,166770004.272461,84419998.1689453,126269996.643066,..,..
San Marino,SMR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,34939998.626709,38180000.3051758,26090000.1525879,37849998.4741211,33680000.3051758,32700000.7629395,23059999.4659424,47939998.626709,38470001.2207031,29370000.8392334,50189998.626709,73480003.3569336,50700000.7629395,53750000,41380001.0681152,49000000,47040000.9155273,40240001.6784668,52180000.3051758,50830001.8310547,92120002.746582,72160003.6621094,53130001.0681152,..,..
Saudi Arabia,SAU,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,21959999.0844727,13109999.6566772,16780000.6866455,13789999.961853,20239999.7711182,25110000.6103516,24299999.2370605,-131070007.324219,709999.978542328,289999.99165535,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,432149993.896484,423579986.572266,445279998.779297,458279998.779297,1066339965.82031,701349975.585938,869359985.351563,732650024.414063,932340026.855469,884799987.792969,936400024.414063,1054599975.58594,1075770019.53125,994419982.910156,1108680053.71094,869400024.414063,731159973.144531,908150024.414063,999020019.53125,1438099975.58594,1612020019.53125,1389400024.41406,1451839965.82031,..,..
Serbia,SRB,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1134270019.53125,1304180053.71094,2084639892.57813,1310479980.46875,1159699951.17188,1068489990.23438,1579589965.82031,784849975.585938,933510009.765625,600039978.027344,661469970.703125,1379170043.94531,1087780029.29688,780270019.53125,367049987.792969,312480010.986328,633469970.703125,1688420043.94531,1070119995.11719,564599975.585938,488369995.117188,533299987.792969,510130004.882813,..,..
Seychelles,SYC,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,23600000.3814697,13409999.8474121,57930000.3051758,9390000.34332275,10630000.1144409,17200000.7629395,13710000.038147,6079999.92370605,7489999.77111816,23159999.8474121,53930000.3051758,22719999.3133545,34750000,27420000.0762939,12000000,6780000.20980835,5800000.19073486,16200000.7629395,..,..,..,50000.0007450581,..,..,..
Sierra Leone,SLE,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,180639999.389648,334630004.882813,383209991.455078,337170013.427734,376230010.986328,339980010.986328,380339996.337891,512429992.675781,328559997.558594,411260009.765625,458299987.792969,423890014.648438,439739990.234375,449059997.558594,914030029.296875,946969970.703125,693210021.972656,541119995.117188,508149993.896484,566239990.234375,841010009.765625,709659973.144531,523469970.703125,..,..
Singapore,SGP,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1090000.0333786,850000.023841858,7190000.05722046,7070000.17166138,9140000.34332275,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,112989997.86377,164039993.286133,152649993.896484,161869995.117188,234789993.286133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,60810001.373291,125559997.558594,52759998.3215332,56209999.0844727,62220001.2207031,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Small states,SST,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1747030013.91888,1747189988.52372,1870660021.42429,1903700001.06096,2159229986.47392,2085429982.06616,2279279974.57981,2907799982.54776,3736150009.63211,3597200010.29968,3957520000.45776,3845949978.82843,3735980009.79423,3766680026.88885,3213590000.391,2801969990.49187,2663570009.88722,3258539996.62399,3522149985.79025,3591990024.56665,4976689963.34076,4911099954.41511,..,..,..
Solomon Islands,SLB,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,68379997.253418,59180000.3051758,26180000.3051758,61939998.626709,121559997.558594,196789993.286133,199699996.948242,238190002.441406,224809997.558594,206009994.506836,332850006.103516,327880004.882813,305100006.103516,289829986.572266,200520004.272461,190029998.779297,175500000,186809997.558594,195559997.558594,223889999.389648,214309997.558594,264709991.455078,252729995.727539,..,..
Somalia,SOM,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,102230003.356934,149300003.051758,152720001.220703,176179992.675781,201279998.779297,240220001.220703,396170013.427734,393739990.234375,765869995.117188,658039978.027344,505679992.675781,1098979980.46875,990460021.972656,1054579956.05469,1109199951.17188,1260560058.59375,1183640014.64844,1760369995.11719,1575180053.71094,1719739990.23438,3044709960.9375,2407310058.59375,1937760009.76563,..,..
South Africa,ZAF,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,490010009.765625,428880004.882813,506959991.455078,642150024.414063,631609985.351563,681229980.46875,723239990.234375,795119995.117188,1114910034.17969,1073810058.59375,1036270019.53125,1396969970.70313,1065829956.05469,1295339965.82031,1077400024.41406,1420270019.53125,1180280029.29688,1014809997.55859,920969970.703125,964869995.117188,1203089965.82031,1041569946.28906,1028579956.05469,..,..
South Asia,SAS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,3644300041.19873,5534260005.95093,6386380079.26941,5672769973.75488,6732410093.3075,9018010021.65675,8716180011.74927,10921769828.7964,11186779800.415,13776020320.8923,14937079826.355,16802860359.1919,14128850086.2122,13939530216.217,15584860260.0098,15700559961.319,13996790145.874,14985200000.7629,12219859970.0928,14951799934.3872,16585300338.7451,17641809913.6353,..,..,..
South Asia (IDA & IBRD),TSA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,3644300041.19873,5534260005.95092,6386380079.26941,5672769973.75489,6732410093.30751,9017530021.66749,8630770008.08716,10817159828.186,11029809799.1943,13631290325.1648,14838659828.186,16698280357.3608,13999030078.8879,13871940219.8792,15501880256.6528,15596229959.4879,13754680145.2637,14906799999.2371,12130689971.9239,14852809936.5234,16458270339.9658,17474579917.9077,..,..,..
South Sudan,SSD,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,435829986.572266,1186260009.76563,1399300048.82813,1964119995.11719,1674829956.05469,1587030029.29688,2183239990.23438,1577500000,1676640014.64844,1822660034.17969,2119209960.9375,2077149902.34375,..,..
Spain,ESP,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
